x,y,z
7.383501602426266e-05,-0.00013530128578638086,0.00043676742989470855
0.00024925095390766826,-0.002069205053330041,0.003833090829070016
-0.004681503269895543,-0.004068567392102042,-0.003253466068030451
-0.004786171214409019,-0.0010207397017905368,-0.00014461901927809943
0.0022364951238790496,0.00892326890758256,-0.005223510451152231
0.007109734506456653,0.001790049545055568,-0.015727746645487962
0.017639214628541313,-0.0012064481591633216,-0.019360376845083276
0.025802589058747688,-0.014551443225870087,-0.03354543751801542
0.038041906229115886,-0.017306663022237156,-0.03216629292403239
0.042104188448422994,-0.028517300684559762,-0.039215964828692
0.056351532922610977,-0.04283803123059562,-0.02173620131945877
0.057878028324906995,-0.05212933519044265,-0.024789476269488537
0.07035169567045171,-0.046649236243153966,-0.012217780523214494
0.04376406954333021,-0.08220615454804722,0.006997564997803501
0.05665867149474032,-0.05839595856287311,-0.0033849607488065786
0.0652640287342628,-0.05898167491902939,-0.0031149046342167667
0.07903995878281808,-0.05695044222995845,-0.005975209571665334
0.09439110028030581,-0.05456514176813282,-0.035954373655540106
0.10745717255395057,-0.052771323946934616,-0.02906696287398006
0.11970195247300354,-0.05167115745268274,-0.03125246242614679
0.1412602663712338,-0.04717358672888591,-0.01821204139638247
0.15859160264032146,-0.04628366952613109,-0.01837094290251056
0.17690297112054051,-0.03770930095667693,-0.019691372415091637
0.196617999527248,-0.03664979496578467,-0.01845116294379102
0.21286156131919554,-0.026837018007733568,-0.016454972875699178
0.24781411703921477,0.0011924384256937896,-0.014045297554764892
0.2625786095021728,0.008378019254782841,-0.014298152730988677
0.27217835145946384,0.011192414366175745,-0.013827014162907955
0.29279091551492487,0.02259121855633177,-0.013356706622284855
0.30635170880273893,0.023141720256760437,-0.014914286086260654
0.3186330830659078,0.024881113628127782,-0.010156930938099664
0.32138381812976335,0.026106735872166,-0.006283775377762098
0.33973592338052244,0.026472722110287863,-0.0076867081948254435
0.3393363868968413,0.02526129117538193,-0.005959139413361271
0.3564208533043525,0.02407726613326878,-0.003416719645457803
0.3825621346151819,0.041139617447978,-0.003107550458456125
0.40535500623416654,0.03996491311437251,0.0003326201398872804
0.4111173519950616,0.04134741630058311,0.0003054369185379696
0.43202738320086964,0.04012440669890203,-0.004241967425094927
0.44192761360723226,0.03899197198966809,0.000449542917762604
0.47018472562142255,0.03489666955818192,0.0023883960290881343
0.4903976550836764,0.03491389194066826,0.0063737149151932345
0.519690843990401,0.026112698545754428,0.009743546536837523
0.5259080439006903,0.016637485782793046,0.012453149497566684
0.5523870258291235,0.006880774412048347,0.017808943462489416
0.5540112919522954,0.0054326189248194556,0.022191184030725536
0.5504437474407932,-0.007181394074966389,0.019684263865607992
0.5671066420920539,-0.0050566521389958305,0.021813232969663306
0.5778218868108358,0.025749316846105524,0.007374393011939685
0.5960595857841994,0.013483443759941757,0.015618313810403087
0.6170786515689517,0.012196698978206284,0.01565625813682367
0.6351600159116563,0.002720869674771152,0.022531760205477112
0.6736758148714614,-0.006022075342229474,-0.00453950358903636
0.6874565624333994,-0.0019706930940313876,0.013415711040912347
0.7096992166181201,0.01206225459367356,0.008581884448642376
0.7262553582950527,0.008444487207861846,0.02005430711650853
0.7597940138304048,0.009561343142931653,0.026492492310893487
0.7690379245836094,0.013181097736992733,0.02959002132000742
0.8155220766046068,0.013592039532679435,0.041463579435007884
0.8268579672804837,0.021125284714376354,0.039562750653292164
0.859748686654787,0.023716571364915322,0.047055242878415365
0.860742617407579,0.027754147089835327,0.04418130624127683
0.8870005110020225,0.029456841779158714,0.045990884676982285
0.8986906179655827,0.03395517159054531,0.044973203528679
0.9234519383028176,0.03254604641597925,0.05047470564135735
0.9474782221742378,0.030542424782430546,0.050171203039969484
0.9765112088552828,0.036274449443912726,0.04417026062532899
1.0197253412815674,0.028326412896183567,0.04962622260313104
1.0658839228848402,0.025397396260618578,0.04290553628509671
1.1259910254239445,0.025786642288720456,0.04260095107562832
1.1925003373918688,0.027814733399473855,0.05190443259584893
1.2427852354489284,0.02533354347211686,0.058111919087997795
1.2838391481253923,0.028496182655117164,0.0551025937674938
1.3234208440569697,0.028370141588815463,0.05534607851957627
1.3564969915694662,0.028964486469091753,0.05044036625243589
1.4002489531852436,0.03721163479522473,0.04472209101955249
1.4557083249137062,0.04950364060862657,0.05062947823206649
1.5271741494734996,0.0685775469181528,0.051452046373968136
1.5733343687827763,0.08036767396137406,0.06734017005654006
1.6242086115685246,0.08889179848254773,0.08198515619958761
1.662209898617426,0.10355298932369951,0.07918511219192052
1.7165453012087857,0.10022783204664681,0.08771374498689824
1.721961515563186,0.10820103877697537,0.08497867694747002
1.760629160943748,0.11091994912168265,0.08399045898413168
1.8150367667222391,0.10993534604104944,0.08140720397907623
1.8362687715785586,0.11377851457713886,0.07974956871261452
1.8759408943975773,0.11380236507778181,0.08090748393774622
1.8919162158079366,0.11022976488611706,0.08206842179156615
1.9230803780090788,0.10320176946361234,0.07876849764533424
1.9477883102014384,0.109755744315644,0.09015969197635805
1.9881442790939905,0.10398831083209305,0.09824937291659012
2.0183296446595733,0.105101589207917,0.10383939562279898
2.0805591853634278,0.11286507938189769,0.10848855510977277
2.1260927258598583,0.11355895901597493,0.11160619286660527
2.1780597617806476,0.13295785799083867,0.10650992964965204
2.2364797782027805,0.1364652029942087,0.10452329821942195
2.30321182592003,0.14765098845401586,0.10319354158527401
2.3586574428298595,0.15562628054872013,0.11470079909626645
2.4037381724647977,0.1617800465401024,0.12358901666585706
2.4612065024168106,0.17238277695400028,0.13341905251940364
2.517596871329516,0.1767402179834809,0.1348872799846677
2.5768044409713746,0.18009464349727103,0.13910407602810446
2.647296925701333,0.18103654839000655,0.14206335984827498
2.692573427072232,0.17724417657044925,0.14630992965920242
2.7120322637805865,0.17329630966708634,0.1493530180620103
2.7656447607017696,0.16199217083624706,0.16424203557517125
2.7990302059889007,0.14683108444396706,0.16209569412581043
2.810003994725832,0.1474982082963436,0.17012732711620268
2.8420279660325325,0.1387798420736827,0.17402441487236056
2.8666055586599133,0.14797801109222364,0.17165413665928445
2.8988180743044265,0.14548575459776503,0.17056724976357843
2.919477583744754,0.1526910527005836,0.16912462265397943
2.9530132549570305,0.1550257144344942,0.16551521234633487
2.96867835237552,0.15605163196441793,0.16523338578567964
3.00278270372316,0.15540636085376322,0.1649425901972546
3.022242952365659,0.16117872709746883,0.16368693618615088
3.0477852913081813,0.17741441551400333,0.16426253406396338
3.08135928395103,0.1785980547880929,0.16290543610984767
3.122341217176319,0.18885020753245874,0.16655418727357546
3.143355929451649,0.18163855166605197,0.17452451821899223
3.1686966322465406,0.1751315670910083,0.17468093833047277
3.198709340139073,0.18299667226100075,0.1811735977412227
3.2349544824527956,0.1832950452769696,0.18247216187079918
3.247814136489705,0.18942517994011504,0.18606221937155182
3.2893978735721072,0.20180599077647443,0.18092123557068965
3.3058935407925873,0.20246713280845638,0.18471601714033978
3.338900529344586,0.17683874449633316,0.2053742197577839
3.357360758323383,0.1864610283732387,0.19244906828663047
3.3913896903843472,0.21762000975662663,0.18215502376112294
3.409105492379598,0.20302737164402063,0.1902139903983202
3.4546839682049293,0.20506185344500819,0.19484154163366954
3.48652290068984,0.20123367715717572,0.1904660979599985
3.5245444908066688,0.1921634528041207,0.19419387598612914
3.5299265947921143,0.19183215669141945,0.2017783454107676
3.5599010723793576,0.18361096269407712,0.20776909220455236
3.5731945479993406,0.18653442942304685,0.21300510153532007
3.600208396439808,0.1811656311415631,0.22668931488788027
3.6183984965452898,0.18527148611544023,0.2195425898824534
3.6462179010643943,0.19009894982414646,0.22047435290048947
3.665186389995281,0.1898289032805703,0.2180973835282306
3.6946110083583936,0.19407891145269043,0.21683184793060478
3.7089965180260878,0.1906808000211459,0.2178699023739369
3.7401018459810262,0.1883964988939879,0.21851096390421654
3.7546374251953205,0.19418021755946524,0.21516789891229346
3.7956527058021123,0.2087025885444694,0.21069911672837024
3.8115433227204547,0.2157289701336546,0.21134172394449635
3.843455957032031,0.22918522616828912,0.21162882056728158
3.8733337048219965,0.23909484876102155,0.19886529822928467
3.909698122834443,0.2521061107756663,0.20854587041529524
3.9316560372815355,0.2606731051661625,0.22140650773375778
3.965551804290323,0.26967650147412636,0.23643641228715187
3.972299999639272,0.27146028139747064,0.23389244380192092
3.9974481143043037,0.27652314751943585,0.236240420644325
4.020668302995689,0.28573623849718816,0.23842319522624236
4.058728936424637,0.28841586777420736,0.2373908897029569
4.071642593664104,0.2945885315762428,0.2362367333468256
4.101612853622293,0.3004486421794488,0.2401173362477011
4.116671241710053,0.3065391407239914,0.24182869120616848
4.145970600229205,0.30498894599530607,0.249206830002954
4.181828159128501,0.30952438234071894,0.24266870831450346
4.221701077933737,0.2994585575250882,0.24289975983603318
4.238078223966248,0.3025361065692672,0.24685446256854318
